Recv time, Packet num, ID   , flags, data              , float[1]    , float[0]    , sender addr 
11:15:32.697  , 6921      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:32.700  , 6922      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:32.734  , 6923      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:32.735  , 6924      , 0x6FA,     , 0x0000000D00000000, 1.82169e-044, 0           , 169.254.242.205
11:15:32.736  , 6925      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:32.804  , 6926      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:32.805  , 6927      , 0x6FA,     , 0x0000000B00000000, 1.54143e-044, 0           , 169.254.242.205
11:15:32.805  , 6928      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:32.843  , 6929      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:32.846  , 6930      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:32.847  , 6931      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:32.849  , 6932      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:32.907  , 6933      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:32.909  , 6934      , 0x6FA,     , 0x0000000900000000, 1.26117e-044, 0           , 169.254.242.205
11:15:32.909  , 6935      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:32.989  , 6936      , 0x607,     , 0x00E900E80000465E, 2.1398e-038 , 2.5243e-041 , 169.254.242.205
11:15:32.992  , 6937      , 0x601,     , 0x00EC00E900004661, 2.16735e-038, 2.52472e-041, 169.254.242.205
11:15:32.993  , 6938      , 0x604,     , 0x00E600E60000465F, 2.11225e-038, 2.52444e-041, 169.254.242.205
11:15:32.994  , 6939      , 0x602,     , 0x0DC30DED0D970DAD, 1.20212e-030, 9.30939e-031, 169.254.242.205
11:15:32.995  , 6940      , 0x605,     , 0x0DF20DB00DA10D96, 1.49177e-030, 9.92566e-031, 169.254.242.205
11:15:32.996  , 6941      , 0x603,     , 0x80000E770E4D0E3A, -5.18901e-042, 2.52751e-030, 169.254.242.205
11:15:32.997  , 6942      , 0x606,     , 0x0ECF0E580E3F0E10, 5.10433e-030, 2.35493e-030, 169.254.242.205
11:15:32.998  , 6943      , 0x608,     , 0x0DE40DAE0DA20D8E, 1.40549e-030, 9.98728e-031, 169.254.242.205
11:15:32.999  , 6944      , 0x60A,     , 0x00E900E300004660, 2.1398e-038 , 2.52458e-041, 169.254.242.205
11:15:33.000  , 6945      , 0x609,     , 0x0EA50E6F0E590DF2, 4.06895e-030, 2.6754e-030 , 169.254.242.205
11:15:33.015  , 6946      , 0x60B,     , 0x0DC80DDA0D990D94, 1.23293e-030, 9.43262e-031, 169.254.242.205
11:15:33.045  , 6947      , 0x60D,     , 0x00EA00E000004662, 2.14898e-038, 2.52486e-041, 169.254.242.205
11:15:33.045  , 6948      , 0x60C,     , 0x0EB60E520E4D0E15, 4.48803e-030, 2.5275e-030 , 169.254.242.205
11:15:33.045  , 6949      , 0x60E,     , 0x0DF10D900DC40D91, 1.4856e-030 , 1.20827e-030, 169.254.242.205
11:15:33.046  , 6950      , 0x60F,     , 0x0E720E9D0E140E14, 2.98358e-030, 1.82492e-030, 169.254.242.205
11:15:33.047  , 6951      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:33.047  , 6952      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:33.048  , 6953      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:33.048  , 6954      , 0x6F8,     , 0x070200030ECF0D8E, 9.78012e-035, 5.10425e-030, 169.254.242.205
11:15:33.049  , 6955      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:33.050  , 6956      , 0x6FA,     , 0x0000000A00000000, 1.4013e-044 , 0           , 169.254.242.205
11:15:33.050  , 6957      , 0x6F6,     , 0x0024FC9AFE940135, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:33.119  , 6958      , 0x6F8,     , 0x070200030ECF0D8E, 9.78012e-035, 5.10425e-030, 169.254.242.205
11:15:33.121  , 6959      , 0x6FA,     , 0x0000000A00000000, 1.4013e-044 , 0           , 169.254.242.205
11:15:33.123  , 6960      , 0x6F6,     , 0x0024FC9AFE940135, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:33.156  , 6961      , 0x100,     , 0x0000000100005000, 1.4013e-045 , 2.86986e-041, 169.254.242.205
11:15:33.160  , 6962      , 0x103,     , 0x0000000000000106, 0           , 3.6714e-043 , 169.254.242.205
11:15:33.161  , 6963      , 0x104,     , 0x0D870D530D1D0CE6, 8.32323e-031, 4.83949e-031, 169.254.242.205
11:15:33.162  , 6964      , 0x105,     , 0x00000000016A001F, 0           , 4.29791e-038, 169.254.242.205
11:15:33.163  , 6965      , 0x106,     , 0x0000000000000014, 0           , 2.8026e-044 , 169.254.242.205
11:15:33.164  , 6966      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:33.164  , 6967      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:33.165  , 6968      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:33.165  , 6969      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:33.202  , 6970      , 0x6F8,     , 0x070200030ECF0D8E, 9.78012e-035, 5.10425e-030, 169.254.242.205
11:15:33.204  , 6971      , 0x6FA,     , 0x0000000900000000, 1.26117e-044, 0           , 169.254.242.205
11:15:33.206  , 6972      , 0x6F6,     , 0x0024FC9AFE940135, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:33.301  , 6973      , 0x6F8,     , 0x070200030ECF0D8E, 9.78012e-035, 5.10425e-030, 169.254.242.205
11:15:33.305  , 6974      , 0x6FA,     , 0x0000000A00000000, 1.4013e-044 , 0           , 169.254.242.205
11:15:33.306  , 6975      , 0x6F6,     , 0x0024FC9AFE940135, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:33.333  , 6976      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:33.339  , 6977      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:33.340  , 6978      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:33.341  , 6979      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:33.412  , 6980      , 0x6F8,     , 0x070200030ECF0D8E, 9.78012e-035, 5.10425e-030, 169.254.242.205
11:15:33.413  , 6981      , 0x6FA,     , 0x0000000C00000000, 1.68156e-044, 0           , 169.254.242.205
11:15:33.414  , 6982      , 0x6F6,     , 0x0024FC9AFE940135, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:33.469  , 6983      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:33.475  , 6984      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:33.477  , 6985      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:33.497  , 6986      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:33.533  , 6987      , 0x6F8,     , 0x070200030ECF0D8E, 9.78012e-035, 5.10425e-030, 169.254.242.205
11:15:33.536  , 6988      , 0x6FA,     , 0x0000000A00000000, 1.4013e-044 , 0           , 169.254.242.205
11:15:33.537  , 6989      , 0x6F6,     , 0x0024FC9AFE940135, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:33.609  , 6990      , 0x6F8,     , 0x070200030ECF0D8E, 9.78012e-035, 5.10425e-030, 169.254.242.205
11:15:33.610  , 6991      , 0x6FA,     , 0x0000000500000000, 7.00649e-045, 0           , 169.254.242.205
11:15:33.611  , 6992      , 0x6F6,     , 0x0024FC9AFE940135, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:33.611  , 6993      , 0x6F9,     , 0x0001000200EC00E6, 9.18383e-041, 2.16735e-038, 169.254.242.205
11:15:33.612  , 6994      , 0x600,     , 0x0000670E00001000, 3.69691e-041, 5.73972e-042, 169.254.242.205
11:15:33.612  , 6995      , 0x6FB,     , 0x03A305800FFF1004, 9.58154e-037, 2.51511e-029, 169.254.242.205
11:15:33.613  , 6996      , 0x6F7,     , 0x0001019F00000110, 9.2417e-041 , 3.81153e-043, 169.254.242.205
11:15:33.614  , 6997      , 0x6F4,     , 0x3F3ABCA2411F4E23, 0.729441    , 9.95658     , 169.254.242.205
11:15:33.614  , 6998      , 0x6F5,     , 0x0000000000000000, 0           , 0           , 169.254.242.205
11:15:33.615  , 6999      , 0x6FC,     , 0x0057000000000000, 7.98969e-039, 0           , 169.254.242.205
11:15:33.615  , 7000      , 0x6FD,     , 0x0000000000000080, 0           , 1.79366e-043, 169.254.242.205
11:15:33.656  , 7001      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:33.660  , 7002      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:33.660  , 7003      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:33.661  , 7004      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:33.708  , 7005      , 0x6F8,     , 0x070200030ECF0D8E, 9.78012e-035, 5.10425e-030, 169.254.242.205
11:15:33.710  , 7006      , 0x6FA,     , 0x0000000800000000, 1.12104e-044, 0           , 169.254.242.205
11:15:33.711  , 7007      , 0x6F6,     , 0x0024FC9AFE940135, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:33.801  , 7008      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:33.806  , 7009      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:33.807  , 7010      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:33.809  , 7011      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:33.810  , 7012      , 0x6F8,     , 0x070200030ECF0D8E, 9.78012e-035, 5.10425e-030, 169.254.242.205
11:15:33.811  , 7013      , 0x6FA,     , 0x0000000B00000000, 1.54143e-044, 0           , 169.254.242.205
11:15:33.812  , 7014      , 0x6F6,     , 0x0024FC9AFE940135, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:33.877  , 7015      , 0x607,     , 0x00E900E80000465E, 2.1398e-038 , 2.5243e-041 , 169.254.242.205
11:15:33.878  , 7016      , 0x601,     , 0x00EC00E900004661, 2.16735e-038, 2.52472e-041, 169.254.242.205
11:15:33.879  , 7017      , 0x604,     , 0x00E600E50000465F, 2.11225e-038, 2.52444e-041, 169.254.242.205
11:15:33.879  , 7018      , 0x602,     , 0x0DC30DED0D970DAE, 1.20212e-030, 9.30939e-031, 169.254.242.205
11:15:33.880  , 7019      , 0x605,     , 0x0DF20DB00DA10D96, 1.49177e-030, 9.92566e-031, 169.254.242.205
11:15:33.881  , 7020      , 0x603,     , 0x80000E780E4D0E3A, -5.19041e-042, 2.52751e-030, 169.254.242.205
11:15:33.881  , 7021      , 0x606,     , 0x0ED00E580E3F0E10, 5.12898e-030, 2.35493e-030, 169.254.242.205
11:15:33.882  , 7022      , 0x608,     , 0x0DE40DAE0DA20D8E, 1.40549e-030, 9.98728e-031, 169.254.242.205
11:15:33.882  , 7023      , 0x60A,     , 0x00E900E300004660, 2.1398e-038 , 2.52458e-041, 169.254.242.205
11:15:33.883  , 7024      , 0x609,     , 0x0EA50E6F0E590DF3, 4.06895e-030, 2.6754e-030 , 169.254.242.205
11:15:33.884  , 7025      , 0x60B,     , 0x0DC80DDA0D980D94, 1.23293e-030, 9.37099e-031, 169.254.242.205
11:15:33.884  , 7026      , 0x60D,     , 0x00EA00E100004662, 2.14898e-038, 2.52486e-041, 169.254.242.205
11:15:33.885  , 7027      , 0x60C,     , 0x0EB60E520E4D0E15, 4.48803e-030, 2.5275e-030 , 169.254.242.205
11:15:33.886  , 7028      , 0x60E,     , 0x0DF10D900DC40D91, 1.4856e-030 , 1.20827e-030, 169.254.242.205
11:15:33.948  , 7029      , 0x60F,     , 0x0E720E9D0E140E14, 2.98358e-030, 1.82492e-030, 169.254.242.205
11:15:33.950  , 7030      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:33.950  , 7031      , 0x6FA,     , 0x0000000A00000000, 1.4013e-044 , 0           , 169.254.242.205
11:15:33.951  , 7032      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.001  , 7033      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:34.005  , 7034      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:34.007  , 7035      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:34.007  , 7036      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:34.008  , 7037      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:34.009  , 7038      , 0x6FA,     , 0x0000000A00000000, 1.4013e-044 , 0           , 169.254.242.205
11:15:34.009  , 7039      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.117  , 7040      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:34.120  , 7041      , 0x6FA,     , 0x0000000A00000000, 1.4013e-044 , 0           , 169.254.242.205
11:15:34.123  , 7042      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.156  , 7043      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:34.159  , 7044      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:34.161  , 7045      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:34.162  , 7046      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:34.163  , 7047      , 0x100,     , 0x0000000100005000, 1.4013e-045 , 2.86986e-041, 169.254.242.205
11:15:34.164  , 7048      , 0x103,     , 0x0000000000000106, 0           , 3.6714e-043 , 169.254.242.205
11:15:34.164  , 7049      , 0x104,     , 0x0D820D560D180CE9, 8.01508e-031, 4.68542e-031, 169.254.242.205
11:15:34.165  , 7050      , 0x105,     , 0x00000000016B001E, 0           , 4.31628e-038, 169.254.242.205
11:15:34.165  , 7051      , 0x106,     , 0x0000000000000094, 0           , 2.07392e-043, 169.254.242.205
11:15:34.206  , 7052      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:34.207  , 7053      , 0x6FA,     , 0x0000000B00000000, 1.54143e-044, 0           , 169.254.242.205
11:15:34.208  , 7054      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.304  , 7055      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:34.310  , 7056      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:34.311  , 7057      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:34.312  , 7058      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:34.314  , 7059      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:34.315  , 7060      , 0x6FA,     , 0x0000000B00000000, 1.54143e-044, 0           , 169.254.242.205
11:15:34.315  , 7061      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.398  , 7062      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:34.411  , 7063      , 0x6FA,     , 0x0000000A00000000, 1.4013e-044 , 0           , 169.254.242.205
11:15:34.416  , 7064      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.500  , 7065      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:34.503  , 7066      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:34.505  , 7067      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:34.506  , 7068      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:34.507  , 7069      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:34.507  , 7070      , 0x6FA,     , 0x0000000800000000, 1.12104e-044, 0           , 169.254.242.205
11:15:34.508  , 7071      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.595  , 7072      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:34.600  , 7073      , 0x6FA,     , 0x0000000800000000, 1.12104e-044, 0           , 169.254.242.205
11:15:34.601  , 7074      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.602  , 7075      , 0x6F9,     , 0x0001000200EC00E6, 9.18383e-041, 2.16735e-038, 169.254.242.205
11:15:34.603  , 7076      , 0x600,     , 0x0000670E00001000, 3.69691e-041, 5.73972e-042, 169.254.242.205
11:15:34.604  , 7077      , 0x6FB,     , 0x03A305800FFF1004, 9.58154e-037, 2.51511e-029, 169.254.242.205
11:15:34.604  , 7078      , 0x6F7,     , 0x000101A000000110, 9.24184e-041, 3.81153e-043, 169.254.242.205
11:15:34.605  , 7079      , 0x6F4,     , 0x3F3ABCA2411F4E23, 0.729441    , 9.95658     , 169.254.242.205
11:15:34.606  , 7080      , 0x6F5,     , 0x0000000000000000, 0           , 0           , 169.254.242.205
11:15:34.616  , 7081      , 0x6FC,     , 0x0057000000000000, 7.98969e-039, 0           , 169.254.242.205
11:15:34.649  , 7082      , 0x6FD,     , 0x0000000000000080, 0           , 1.79366e-043, 169.254.242.205
11:15:34.652  , 7083      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:34.675  , 7084      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:34.708  , 7085      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:34.712  , 7086      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:34.715  , 7087      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:34.718  , 7088      , 0x6FA,     , 0x0000000800000000, 1.12104e-044, 0           , 169.254.242.205
11:15:34.723  , 7089      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.766  , 7090      , 0x607,     , 0x00E900E80000465E, 2.1398e-038 , 2.5243e-041 , 169.254.242.205
11:15:34.767  , 7091      , 0x601,     , 0x00EC00E900004661, 2.16735e-038, 2.52472e-041, 169.254.242.205
11:15:34.768  , 7092      , 0x604,     , 0x00E600E70000465F, 2.11225e-038, 2.52444e-041, 169.254.242.205
11:15:34.768  , 7093      , 0x602,     , 0x0DC30DED0D970DAE, 1.20212e-030, 9.30939e-031, 169.254.242.205
11:15:34.769  , 7094      , 0x605,     , 0x0DF20DB00DA10D96, 1.49177e-030, 9.92566e-031, 169.254.242.205
11:15:34.771  , 7095      , 0x603,     , 0x80000E780E4D0E3A, -5.19041e-042, 2.52751e-030, 169.254.242.205
11:15:34.772  , 7096      , 0x606,     , 0x0ED00E580E3F0E10, 5.12898e-030, 2.35493e-030, 169.254.242.205
11:15:34.773  , 7097      , 0x608,     , 0x0DE40DAE0DA20D8E, 1.40549e-030, 9.98728e-031, 169.254.242.205
11:15:34.773  , 7098      , 0x60A,     , 0x00E900E300004660, 2.1398e-038 , 2.52458e-041, 169.254.242.205
11:15:34.774  , 7099      , 0x609,     , 0x0EA50E6F0E590DF2, 4.06895e-030, 2.6754e-030 , 169.254.242.205
11:15:34.775  , 7100      , 0x60B,     , 0x0DC80DDA0D980D94, 1.23293e-030, 9.37099e-031, 169.254.242.205
11:15:34.775  , 7101      , 0x60D,     , 0x00EA00E100004662, 2.14898e-038, 2.52486e-041, 169.254.242.205
11:15:34.776  , 7102      , 0x60C,     , 0x0EB60E520E4D0E15, 4.48803e-030, 2.5275e-030 , 169.254.242.205
11:15:34.776  , 7103      , 0x60E,     , 0x0DF10D900DC40D91, 1.4856e-030 , 1.20827e-030, 169.254.242.205
11:15:34.841  , 7104      , 0x60F,     , 0x0E710E9D0E140E14, 2.97126e-030, 1.82492e-030, 169.254.242.205
11:15:34.849  , 7105      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:34.859  , 7106      , 0x6FA,     , 0x0000000B00000000, 1.54143e-044, 0           , 169.254.242.205
11:15:34.875  , 7107      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.881  , 7108      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:34.881  , 7109      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:34.882  , 7110      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:34.882  , 7111      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:34.910  , 7112      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:34.916  , 7113      , 0x6FA,     , 0x0000000900000000, 1.26117e-044, 0           , 169.254.242.205
11:15:34.917  , 7114      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:34.984  , 7115      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:34.993  , 7116      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:34.997  , 7117      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:34.998  , 7118      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:35.006  , 7119      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:35.036  , 7120      , 0x6FA,     , 0x0000000900000000, 1.26117e-044, 0           , 169.254.242.205
11:15:35.046  , 7121      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:35.108  , 7122      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:35.109  , 7123      , 0x6FA,     , 0x0000000A00000000, 1.4013e-044 , 0           , 169.254.242.205
11:15:35.110  , 7124      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:35.140  , 7125      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:35.143  , 7126      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:35.144  , 7127      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:35.146  , 7128      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:35.157  , 7129      , 0x100,     , 0x0000000100005000, 1.4013e-045 , 2.86986e-041, 169.254.242.205
11:15:35.175  , 7130      , 0x103,     , 0x0000000000000106, 0           , 3.6714e-043 , 169.254.242.205
11:15:35.175  , 7131      , 0x104,     , 0x0D820D540D1F0CE3, 8.01508e-031, 4.90112e-031, 169.254.242.205
11:15:35.176  , 7132      , 0x105,     , 0x000000000166001E, 0           , 4.22444e-038, 169.254.242.205
11:15:35.177  , 7133      , 0x106,     , 0x0000000000000014, 0           , 2.8026e-044 , 169.254.242.205
11:15:35.210  , 7134      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
11:15:35.215  , 7135      , 0x6FA,     , 0x0000000B00000000, 1.54143e-044, 0           , 169.254.242.205
11:15:35.215  , 7136      , 0x6F6,     , 0x0024FC9AFE940134, 3.39669e-039, -9.8366e+037, 169.254.242.205
11:15:35.304  , 7137      , 0x500,     , 0x000004D200001002, 1.7292e-042 , 5.74252e-042, 169.254.12.213
11:15:35.314  , 7138      , 0x501,     , 0x0000000000000000, 0           , 0           , 169.254.12.213
11:15:35.316  , 7139      , 0x502,     , 0x3F80000000000000, 1           , 0           , 169.254.12.213
11:15:35.318  , 7140      , 0x505,     , 0x0F00000000000000, 6.31089e-030, 0           , 169.254.12.213
11:15:35.319  , 7141      , 0x6F8,     , 0x070200030ED00D8E, 9.78012e-035, 5.1289e-030 , 169.254.242.205
